Rk,Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Power5,Year
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2011
81,Dominique Davis,East Carolina,CUSA,12,334,494,67.6,3225,6.5,5.8,25,19,131.5,93,172,1.8,5,0,2011
82,Ryan Nassib,Syracuse,Big East,12,259,415,62.4,2685,6.5,6.6,22,9,129.9,65,39,0.6,2,0,2011
83,Derek Thompson,North Texas,Sun Belt,11,157,272,57.7,1759,6.5,6.3,11,6,121.0,50,113,2.3,3,0,2011
84,Brett Smith,Wyoming,MWC,13,253,415,61.0,2622,6.3,6.1,20,11,124.6,139,710,5.1,10,0,2011
85,Johnny McEntee,Connecticut,Big East,12,172,335,51.3,2110,6.3,5.9,12,8,111.3,55,-148,-2.7,0,0,2011
86,B.R. Holbrook,New Mexico,MWC,11,141,236,59.7,1490,6.3,5.3,4,7,112.4,60,93,1.6,1,0,2011
87,Keith Wenning,Ball State,MAC,12,287,449,63.9,2786,6.2,5.9,19,11,125.1,57,182,3.2,3,0,2011
88,Chase Rettig,Boston College,ACC,12,170,317,53.6,1960,6.2,5.7,12,9,112.4,41,-84,-2.0,1,1,2011
89,Danny O'Brien,Maryland,ACC,9,150,266,56.4,1648,6.2,5.0,7,10,109.6,33,57,1.7,2,1,2011
90,Pete Thomas,Colorado State,MWC,9,161,261,61.7,1607,6.2,5.3,7,8,116.1,56,-36,-0.6,3,0,2011
91,Ryan Griffin,Tulane,CUSA,13,227,408,55.6,2502,6.1,5.7,13,10,112.8,50,-10,-0.2,0,0,2011
92,Logan Kilgore,Middle Tennessee State,Sun Belt,11,214,365,58.6,2231,6.1,5.6,18,12,119.7,32,106,3.3,1,0,2011
93,Chazz Anderson,Buffalo,MAC,12,230,406,56.7,2454,6.0,5.6,11,9,111.9,85,309,3.6,7,0,2011
94,Kolton Browning,Louisiana-Monroe,Sun Belt,12,244,419,58.2,2483,5.9,5.7,13,8,114.4,143,443,3.1,5,0,2011
95,Taylor Reed,Memphis,CUSA,11,169,295,57.3,1690,5.7,5.8,10,4,113.9,69,77,1.1,2,0,2011
96,Nick Isham,Louisiana Tech,WAC,10,155,257,60.3,1457,5.7,5.1,8,7,112.8,49,-19,-0.4,2,0,2011
97,Brian Reader,Idaho,WAC,11,192,354,54.2,1974,5.6,4.6,10,12,103.6,48,-18,-0.4,0,0,2011
98,Clayton Moore,Akron,MAC,12,147,309,47.6,1655,5.4,4.6,9,9,96.3,91,132,1.5,1,0,2011
99,Spencer Keith,Kent State,MAC,12,166,325,51.1,1682,5.2,4.7,11,8,100.8,59,49,0.8,3,0,2011
100,Graham Wilbert,Florida Atlantic,Sun Belt,11,154,294,52.4,1459,5.0,3.1,7,15,91.7,31,-144,-4.6,0,0,2011
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2011
101,Caleb Herring,UNLV,MWC,10,113,206,54.9,1004,4.9,4.3,8,6,102.8,86,119,1.4,2,0,2011
1,Aaron Murray,Georgia,SEC,14,249,386,64.5,3893,10.1,10.8,36,10,174.8,59,-68,-1.2,3,1,2012
2,Nick Florence,Baylor,Big 12,13,286,464,61.6,4309,9.3,9.4,33,13,157.5,139,568,4.1,10,1,2012
3,David Fales,San Jose State,WAC,13,327,451,72.5,4193,9.3,9.9,33,9,170.8,42,-139,-3.3,0,0,2012
4,A.J. McCarron,Alabama,SEC,14,211,314,67.2,2933,9.3,10.8,30,3,175.3,49,4,0.1,1,1,2012
5,Tajh Boyd,Clemson,ACC,13,287,427,67.2,3896,9.1,9.4,36,13,165.6,186,514,2.8,10,1,2012
6,Terrance Broadway,Louisiana,Sun Belt,13,206,315,65.4,2847,9.0,8.8,17,9,153.4,119,769,6.5,9,0,2012
7,Teddy Bridgewater,Louisville,Big East,13,287,419,68.5,3718,8.9,9.3,27,8,160.5,74,26,0.4,1,0,2012
8,E.J. Manuel,Florida State,ACC,14,263,387,68.0,3397,8.8,8.8,23,10,156.1,103,310,3.0,4,1,2012
9,Collin Klein,Kansas State,Big 12,13,197,304,64.8,2641,8.7,8.4,16,9,149.2,207,920,4.4,23,1,2012
10,Brett Smith,Wyoming,MWC,10,205,330,62.1,2837,8.6,9.4,27,6,157.7,114,248,2.2,6,0,2012
11,Connor Shaw,South Carolina,SEC,11,154,228,67.5,1956,8.6,8.7,17,7,158.1,131,435,3.3,3,1,2012
12,Johnny Manziel,Texas A&M,SEC,13,295,434,68.0,3706,8.5,8.8,26,9,155.3,201,1410,7.0,21,1,2012
13,Matt Barkley,USC,Pac-12,11,246,387,63.6,3273,8.5,8.6,36,15,157.6,25,-72,-2.9,0,1,2012
14,Taylor Kelly,Arizona State,Pac-12,13,241,359,67.1,3039,8.5,9.0,29,9,159.9,134,516,3.9,1,1,2012
15,David Ash,Texas,Big 12,12,214,318,67.3,2699,8.5,8.6,19,8,153.3,51,141,2.8,2,1,2012
16,Tyler Wilson,Arkansas,SEC,11,249,401,62.1,3387,8.4,8.0,21,13,143.8,41,7,0.2,0,1,2012
17,Tino Sunseri,Pitt,Big East,13,256,393,65.1,3288,8.4,9.1,21,3,151.5,68,-191,-2.8,1,0,2012
18,Chuckie Keeton,Utah State,WAC,13,275,407,67.6,3373,8.3,8.6,27,9,154.7,129,619,4.8,8,0,2012
19,Ryan Aplin,Arkansas State,Sun Belt,13,276,406,68.0,3342,8.2,9.0,24,4,154.7,104,438,4.2,6,0,2012
20,Geno Smith,West Virginia,Big 12,13,369,518,71.2,4205,8.1,9.2,42,6,163.9,66,151,2.3,2,1,2012
Rk,Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att,Yds,Avg,TD,0,2012
21,Bo Wallace,Ole Miss,SEC,13,235,368,63.9,2994,8.1,7.3,22,17,142.7,143,390,2.7,8,1,2012
22,Jake Medlock,Florida International,Sun Belt,9,152,263,57.8,2127,8.1,8.7,13,2,140.5,87,236,2.7,3,0,2012
23,Derek Carr,Fresno State,MWC,13,344,511,67.3,4104,8.0,8.9,37,7,155.9,66,1,0.0,0,0,2012
24,Ryan Nassib,Syracuse,Big East,13,294,471,62.4,3749,8.0,8.1,26,10,143.3,84,142,1.7,2,0,2012
25,Tyler Bray,Tennessee,SEC,12,268,451,59.4,3612,8.0,8.3,34,12,146.3,15,-34,-2.3,0,1,2012
26,Bryn Renner,North Carolina,ACC,12,276,422,65.4,3356,8.0,8.5,28,7,150.8,61,38,0.6,1,1,2012
27,Jordan Lynch,Northern Illinois,MAC,14,237,394,60.2,3138,8.0,8.5,25,6,144.9,294,1815,6.2,19,0,2012
28,Corey Robinson,Troy,Sun Belt,11,257,389,66.1,3121,8.0,7.6,12,9,139.0,21,-47,-2.2,1,0,2012
29,Marcus Mariota,Oregon,Pac-12,13,230,336,68.5,2677,8.0,9.1,32,6,163.2,106,752,7.1,5,1,2012
30,Jordan Rodgers,Vanderbilt,SEC,12,191,319,59.9,2539,8.0,8.2,15,5,139.1,91,71,0.8,2,1,2012
31,Kawaun Jakes,Western Kentucky,Sun Belt,13,200,312,64.1,2488,8.0,7.8,22,11,147.3,66,58,0.9,3,0,2012
32,Braxton Miller,Ohio State,Big Ten,12,148,254,58.3,2039,8.0,8.1,15,6,140.5,227,1271,5.6,13,1,2012
33,Colby Cameron,Louisiana Tech,WAC,12,359,522,68.8,4147,7.9,8.7,31,5,153.2,61,177,2.9,4,0,2012
34,Stephen Morris,Miami (FL),ACC,12,245,421,58.2,3345,7.9,8.2,21,7,138.1,51,70,1.4,1,1,2012
35,Sean Mannion,Oregon State,Pac-12,10,200,309,64.7,2446,7.9,7.0,15,13,138.8,18,-85,-4.7,0,1,2012
36,Seth Doege,Texas Tech,Big 12,13,380,541,70.2,4205,7.8,7.9,39,16,153.4,48,59,1.2,2,1,2012
37,Brett Hundley,UCLA,Pac-12,14,318,478,66.5,3740,7.8,8.0,29,11,147.7,160,355,2.2,9,1,2012
38,Ryan Radcliff,Central Michigan,MAC,13,242,407,59.5,3163,7.8,7.9,23,9,139.0,29,-32,-1.1,0,0,2012
39,Taylor Martinez,Nebraska,Big Ten,14,228,368,62.0,2871,7.8,7.6,23,12,141.6,195,1019,5.2,10,1,2012
